,text,state,date,star,hp_data
521,Fridge making huge noise at thermostat cut,"Certified Buyer, Sant Ravidas Nagar Bhadohi District",10 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
522,Okay okay,"Certified Buyer, Latur",10 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
523,Deep freeze not working properly,"Certified Buyer, Budge Budge",11 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
524,Defective product,"Certified Buyer, Khagaria District",11 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
525,Good quality products,"Certified Buyer, Chengalpattu","Jul, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
526,Okay,"Certified Buyer, Chennai","Jul, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
527,"This is a good product. Freeze door is vibrating. Scratch will be there so, we have to take care while using it.

It is value for money. Overall good product in this price.

There is no any installation for this product.","Certified Buyer, Ahmedabad","Apr, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
528,"Just after 11 days it started making a loud humming sound. Very disappointed from LG.
Rest everything is ok.","Certified Buyer, Zirakpur","Mar, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
529,This products is very good condition and best quality of this range 👌,"Certified Buyer, Buxar District","Mar, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
530,By the price refrigerator was awesome my opinion and it is less consume electricity that's very nice and you have to go this refrigerator,"Certified Buyer, Muzaffarpur","Jan, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
531,Good,"Certified Buyer, Loni","Dec, 2022",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
532,It was nice but sonded,"Certified Buyer, Hosapete","Oct, 2022",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
533,Good product...it takes too much time for defrosting,"Certified Buyer, Barpeta District","Sep, 2022",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
534,good,"Certified Buyer, Mandvi Kachchh District","Sep, 2022",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
535,"Few things you need to consider if you are planning to buy this :

1. Size of the freezer is very small.
2. Chiller size is unnecessary too big reducing available space overall of the fridge.
3. Due to the back pipes, you need an extra space hence be mindful if you are thinking to put in a small kitchen.
4. It's vegetable container is also quite small, suggest you to take a look at the fridge on some store before purchasing it online.

Otherwise fridge is good with silent operation.","Certified Buyer, Hoshangabad","Sep, 2022",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
536,Good,"Certified Buyer, Srikakulam District","Aug, 2022",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
537,Good,"Certified Buyer, Allahabad District","Jun, 2022",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
538,Good product but space,"Certified Buyer, Veerakkalpudur","Jun, 2022",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
539,Nice,"Certified Buyer, Pune","Jun, 2022",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
540,"Cooling is not good,","Certified Buyer, Hardoi","May, 2022",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
541,Good,"Certified Buyer, Gorakhpur District","May, 2022",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
542,Good product,"Certified Buyer, Ghaziabad","May, 2022",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
543,Ok,"Certified Buyer, Ariyalur District","Apr, 2022",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
544,Ok good,"Certified Buyer, Nagaon","Apr, 2022",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
545,Colour very bed,"Certified Buyer, Gurugram","Apr, 2022",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
546,Nice product 👌,"Certified Buyer, Hyderabad","Apr, 2022",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Scarlet Euphoria, GL-D201ASEU)"
547,Very poor,"Certified Buyer, Kushalanagara",1 month ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
548,Very bad product please don't go for it,"Certified Buyer, Siwan",3 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
549,"Hereafter, not purchase any product from Flipkart","Certified Buyer, Arcot",5 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
550,Too much noise,"Certified Buyer, Hyderabad",6 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
551,2 months used light not working,"Certified Buyer, Purba Medinipur District",8 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
552,very bad,"Certified Buyer, Dakshin Dinajpur District",8 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
553,Not good,"Certified Buyer, Durgapur",9 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
554,"Product size is very small as expected...
Amount is very high for this size.","Certified Buyer, Hyderabad",10 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
555,Body curunt,"Certified Buyer, Gurugram",10 months ago,1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
556,Wastage of money,"Certified Buyer, Ahmedgarh","Jul, 2023",1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
557,Not satisfied with this product,"Certified Buyer, Jhansi","Jun, 2023",1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
558,Not working within 20 days waste of money very worest product,"Certified Buyer, Dharmavaram","Jun, 2023",1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
559,Not a good one for this price,"Certified Buyer, Bhubaneswar","May, 2023",1,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
560,Prodect is good no sound and one more inside vegetable box is very relocated compare to other reforestation,"Certified Buyer, Raniganj",4 months ago,2,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
561,Very bad,"Certified Buyer, Bhagalpur District",7 months ago,2,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
562,I Have no silent frize,"Certified Buyer, Rewari","Apr, 2023",2,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
563,Nice product 👍👍😊😊,"Certified Buyer, Darbhanga","Jun, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
564,Ok,"Certified Buyer, West Godavari District",5 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
565,Good product,"Certified Buyer, Hyderabad",9 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
566,Good,"Certified Buyer, Bansberia",9 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
567,Looks and designed is good and attractive.,"Certified Buyer, Berhampur",10 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
568,Nice product from LG,"Certified Buyer, Nagarkurnool",10 months ago,3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
569,Supper,"Certified Buyer, Mysore","Aug, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
570,Like,"Certified Buyer, Ghatal","May, 2023",3,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
571,Good,"Certified Buyer, Puranpur","Mar, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
572,Very nice product,"Certified Buyer, Pathardih","May, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
573,Good,"Certified Buyer, Gorakhpur","Apr, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
574,Good product,"Certified Buyer, Cuttack",6 days ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
575,Good,"Certified Buyer, Purba Champaran District",1 month ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
576,Nice,"Certified Buyer, Bengaluru",1 month ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
577,I like everything but the outside tray is delicate ...please maintain quality of onion and potato tray,"Certified Buyer, Narsipatnam",1 month ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
578,Good product,"Certified Buyer, Pune Division",2 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
579,Nice product....As same design same as,"Certified Buyer, Akot",2 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
580,Very nice product for 2- 3 family's members,"Certified Buyer, Jalpaiguri District",3 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
581,Good,"Certified Buyer, Kamareddy District",3 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
582,Supar,"Certified Buyer, Chhota Udaipur District",3 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
583,Product is good and happy with flipkart delivery service,"Certified Buyer, Amta",4 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
584,Nice refrigeter LG,"Certified Buyer, Sadat",6 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
585,Good product.,"Certified Buyer, Gaya",7 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
586,Good,"Certified Buyer, Jaya Shankar Bhalupally District",8 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
587,Good,"Certified Buyer, Kshirpai",9 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
588,Nice product at reasonable price,"Certified Buyer, Prakasam District",9 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
589,Nice,"Certified Buyer, Jharsuguda",9 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
590,Quality is very good,"Certified Buyer, Khordha",9 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
591,Thnk u flipkart.very happy😊.nice,"Certified Buyer, Amguri",9 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
592,Awesome,"Certified Buyer, Visakhapatnam District",9 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
593,Nice,"Certified Buyer, Patna",9 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
594,Completely Satisfying.. Good performance 👍,"Certified Buyer, Aurangabad",10 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
595,Very nice,"Certified Buyer, Yemmiganur",11 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
596,Good 👍😊,"Certified Buyer, Athanur",11 months ago,4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
597,Good quality,"Certified Buyer, Krishna District","Aug, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
598,Good,"Certified Buyer, Bhimavaram","Aug, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
599,Good Price And Good Modal 5 star ⭐ refrigerator. Semma semma,"Certified Buyer, Parangipettai","Aug, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
600,Nice product,"Certified Buyer, Mirzapur Cum Vindhyachal","Aug, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
601,Nice product,"Certified Buyer, Ankleshwar","Jul, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
602,"Good performance, best product, nice features.","Certified Buyer, Gorakhpur","Jul, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
603,Thank u,"Certified Buyer, Purnia District","Jul, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
604,Good product,"Certified Buyer, Karari Chandpur","Jun, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
605,Very good 😊,"Certified Buyer, Hugli District","Jun, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
606,Excellent product,"Certified Buyer, Purba Champaran District","Jun, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
607,"Good prdoct lg
Very fast delevry 2day 🤗","Certified Buyer, Siwan","Jun, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
608,I am happy,"Certified Buyer, Mahnar Bazar","Jun, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
609,good products,"Certified Buyer, Mumbai","Jun, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
610,Very super..,"Certified Buyer, Manapparai","Jun, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
611,Good..,"Certified Buyer, North Twenty Four Parganas District","May, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
612,Really nice product,"Certified Buyer, Kalyani","May, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
613,Super,"Certified Buyer, Visakhapatnam District","May, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
614,Good product but cost very high,"Certified Buyer, Atmakur","Apr, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
615,"Great deal, value for money.","Certified Buyer, Bengaluru","Apr, 2023",4,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
616,"Fast delivery by Flipkart and good product for small families, future solar technology product","Certified Buyer, Kurnool District","Apr, 2023",5,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
617,Very good Product 😀,"Certified Buyer, Bhubaneswar","Apr, 2023",5,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
618,Value for money,"Certified Buyer, Bangalore","Apr, 2023",5,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
619,Nice 👍,"Certified Buyer, Choutuppal","May, 2023",5,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
620,Nice,"Certified Buyer, Hyderabad","Apr, 2023",5,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
621,Nice product 👌,"Certified Buyer, Mohammadabad Ghazipur District","Apr, 2023",5,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
622,Performance is good sound less i writing this review after one month anyone want to buy go for it..,"Certified Buyer, Bengaluru","May, 2023",5,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
623,Nice. Products.,"Certified Buyer, Mirganj","May, 2023",5,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
624,Good freeze at this price.,"Certified Buyer, Ghatal","May, 2023",5,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
625,Very good product,"Certified Buyer, Ballia District","May, 2023",5,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
626,Great product with great function,"Certified Buyer, Vadodara",4 months ago,5,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
627,Good product,"Certified Buyer, Jhansi","Mar, 2023",5,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
628,Good,"Certified Buyer, Salem","Mar, 2023",5,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
629,LG Refrigerator Brad Good,"Certified Buyer, Talaja","May, 2023",5,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
630,Most beautiful,"Certified Buyer, Thane","Mar, 2023",5,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
631,Very good for small family,"Certified Buyer, Jajpur District",4 days ago,5,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
632,Good Quality and Worth of buy,"Certified Buyer, Bidar",24 days ago,5,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Smart Inverter Compressor, Smart Connect, Fast Ice Making  (Blue Euphoria, GL-D201ABEU)"
