,title,text,transformed_date,star,product_num,hp_data
138,Shird class product so bogas,Third class product,"Jul, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
139,Not properly working,This refrigerator is very good but not fast ice cooling Amazon,"Apr, 2024",2,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
140,Deep freezer issue,"Over good but having issues with deep freezer, every time need to clear ice froze manualy","Sep, 2023",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
141,Avarage quality,Not expected quality.....,"Oct, 2023",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
142,Quality,Good,"Oct, 2023",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
143,Good,Good worth,"Oct, 2023",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
144,Door's carrying handle made up of plastic,"Overall all product is good but the door cannot be able to bear more weight because its carrying handle made up of plastic, eventually will break up after sometime.","Jun, 2023",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
145,Great Appliance!,"Works great! Before getting it, my worries are if I can connect it to an power strips/extension, would it take much load etc. Never been a problem as I connected the power extension to a 10 Amp switch. Glad I've chosen this 5-star refrigerator. I highly recommend this.","Mar, 2023",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
146,Lots of ice accumulation in the upper tray,"I contacted customer care unit to arrange for return she requested to wait for 48 hrs, till now nobody has visited and return is not arranged, since return requests is open, please get it back.","Jun, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
147,Ok,Nice,"Oct, 2023",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
148,Good,Lg frridge acha hai lekin muje service thik thak mili. Stand khud se fit karna pada or thoda dagmaga raha wo sab khud se thik kiya. Baki samll family k liye acha hai. 1.30 hours me baraf ho jata hai.,"Mar, 2023",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
149,New product with plastic tie - seller cheating,Got this LG fridge delivered with a plastic tag tied in cooler area. Called LG service team and they support that new product comes with such tag as metal surfaces not even. Seller is cheating by delivering such defective product. Please choose right seller. Return the product if you find like this.,"May, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
150,Maintain Good products and services,Deeper freez ice mountains jenarated and so mony times i called to customer care but frablam not solve........? LG is brand but product is very poor.........? Totaly i am not feel happy in this freez,"May, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
151,Worst service,Non working product...worst service,"Jun, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
152,Okay,Makes weird sound when checked with service person he said it is of inverter but I don't think so,"May, 2023",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
153,Very worst delivery team by Amazon,Guys don't purchase this refrigerator because of the item have dent in two side and door uper side are also have problem..look like as refurbished item ...no value for money.....very bad,"May, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
154,Worst,Building ice so much worst product,"Jun, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
155,Received imbalanced bottom tray from the company.,"My fridge needs some support on one of the four legs—a defective piece. The fridge is okay, although.","Apr, 2023",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
156,Refrigerator drower,Refrigerator drower not a perfect,"Jul, 2023",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
157,Item is broken. One of its leg is not sitting properly so fridge is not standing,Worst item received. Even returning process is not supporting with the pics we upload. Still struggling to retuen the item,"May, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
158,बॅड ट्रान्सपोर्टेशन सर्विस,बहुत खराब सर्विस दिया आपने डोर डिलिव्हरी का कमेंट था फिर भी आपने डोर डिलिव्हरी नही दिया मेरे घर से 15 किलोमीटर दूर आपका डिलिव्हरी एजंट प्रॉडक्ट लेने के लिए बुला रहा था. मेरे यहा पे शादी थी इसलिये मुझे लेकर आना पडा ट्रान्सपोर्टेशन चार्जेस का 700 रुपये खर्च हुवा.,"Apr, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
159,Most trusted LG always...,"Finally after a long wait, we have LG refrigerator at home. LG is a very trusted brand from many long years. In electronics market specially for big appliances you can always trust LG. From a very long time I had been thinking to buy refrigerator at my home. I went to market examined all the refrigerators available from other brands, but everytime the name was in mind was only LG,as it has built a strong trust in the country from many years also it has very good service. So that's why I would recommend you to go for LG.","Aug, 2021",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
160,Refrigerator body damage,,"Jun, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
161,Most West and damage,"I am unhappy for this product because it comes at my door with damaged condition and that product not replace its money refund after so many call and quarry then long day,, I have to request don't purchase this type heavy product....","Apr, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
162,Don’t buy this product,"After just 3 months use, we identified that door not closing properly and it because the manufacturing defect. We informed to LG customer care and arranged service engineer. He inspected and found that this because of manufacturing defect. But he said it cannot replace or service because already 3 months. Now we cannot use this new refrigerator. Waste of money . No response from LG india. Don’t buy LG products .I will throw this refrigerator in garbage area.","Jan, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
163,Damage product,,"Jun, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
164,Cooling,"Cooling nahi he jyada .
Third class","Jun, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
165,Spot hh,Okk...but ye Nishan hh to accha nai lga,"May, 2023",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
166,Not being cool,Design is good and colour,"May, 2023",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
167,Dameged,I received damaged container.,"May, 2023",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
168,Selling defective products online,"मुझे अमेजन के द्वारा खरीदे गए किसी भी प्रोडक्ट पर बहुत भरोसा रहता था परंतु आज कुछ ऐसा हुआ है जिसे मुझे अमेज़न पर तो गुस्सा आ ही रहा है साथ ही एलजी का जो रेफ्रिजरेटर लिया है एलजी कंपनी से भी भरोसा उठ रहा है मैंने जब रेफ्रिजरेटर लिया था तो इसका जो डोर होता है जिसे बंद किया जाता है वहां पर रबड़ थोड़ा दबा हुआ था उस समय हमने ध्यान नहीं दिया एक महीने बाद हमारा ध्यान गया तो हमने सोचा कि चलो 1 साल तो गारंटी पीरियड रहता है मैं इसे बाद में चेंज करा लूंगा मैंने आज एलजी के कस्टमर केयर को फोन किया तो उसने बताया मुझे कि रबड़ की कोई गारंटी नहीं होती.

सबसे ज्यादा दिमाग तो तब खराब हुआ जबकि अमेजॉन के प्रोडक्ट आ गया चलो मैंने ध्यान नहीं दिया लेकिन अमेजॉन ने गलत प्रोडक्ट भेज कैसे दिया","Aug, 2023",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
169,Product features missing,"The product ordered was with base stand and drawer, but the same is missing in the unit delivered.","May, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
170,Worry site in world Amazon body can not responding to coustomer,It's have very small onion box and Ice box plzz don't west your money ..and Amazon can't respond after buying product ..it tells asked to Service centre.. plzz don't buy Amazon sit,"Apr, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
171,Makes lots of sounds.,"It makes lot of sounds for a new refrigerator, No auto defrost. so called semiautomatic sucks.","Mar, 2023",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
172,.,Bahut sound karta h,"Apr, 2023",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
173,Bad Product,I got a bad product from Amazon . I am going to complain in Consumer forum,"May, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
174,Good,Good product,"Apr, 2023",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
175,Okay but not so good,"While deliverying pls check fridge door rubber if closing correctly.. because my fridge closing not being done correctly
Vegetables box is not much good feature feels very lite plastic","Jul, 2023",2,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
176,Lights stopped after 3 months,"Lights stopped after 3 months.
Cooling is decent.","Dec, 2023",2,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
177,Fridge wrong image showing in Amazon.,"Dear seller,
Pls remove this 360° picture from Amazon.... fridge is good but back side not plane surface.
Net used in fridge back side.","Apr, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
178,Misleading Installation Promise - Be cautious,"i recently purchased an LG refrigerator with the promise of free installation. However, the installation team failed to show up on the scheduled day despite assurances from customer service. After multiple attempts to contact them, I was told they would come the next day, but once again, no one arrived.

Disappointed by this lack of follow-through, I resorted to manual installation. If you're considering ordering, I strongly recommend confirming the installation details beforehand to avoid the inconvenience I faced. The refrigerator itself is good, but the promised service fell short.","Dec, 2023",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
179,Colling is not proper,Colling is not proper work,"May, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
180,Too much vibration and noise just after 5 days of installation.,"Play Video
Poor quality 😞. Too much noise and vibration just after 5 days of installation even after proper installation and set up.","Apr, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
181,Dissatisfied,Product was delivered on time but no service provided in assembling the fridge and stand.,"May, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
182,LG single door glass shelf tray is broken please fast service,fridge don't touch glass shelf tray automatically is broken please my problem solve,"May, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
183,Good,"Ok color is good but lightweight , plastic parts are delicate , drawer hard to open and close","Oct, 2022",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
184,"Itam quality was not good,we facing some Power shocking situation",Storage not that much well and value for money 3/5 because there is no useful changes in new 2022 model,"Nov, 2022",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
185,Not cooling,Defective product,"May, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
186,Stay Away.. 3 months usage ..worst customer support,"If you guys ever wonder why LG is withdrawn from the smartphone market this is the reason.

This company doesn't care about customer. I bought this fridge about 3 months back now I have it tray which the plastic frame has broken.

If the glass part was broken I would have accepted that okay it is my problem however in this case they must have used substanted quality raw materials materials.

The service support guy called and challenged saying that no fibre parts are covered under warranty it is written under the terms and conditions it seems. It felt like he was trained by the LG to say this because LG knows that they have used substandard product

He even had the audacity to challenge me to write in Amazon or Flipkart or in evening Twitter accounts he knows that the company has told him to do this.

Because we are in India where these companies can do whatever they want if they are write anything in terms and conditions

Please stay away.","Sep, 2022",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
187,Ok good,Ok gud,"May, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
188,Got damaged product,Standbor front leg was bend inside and chiller tray was broken. So returned.,"Apr, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
189,Refrigerator is good but right leg is damaged of it,Box was damage and right leg of refrigerator is bent resulting the base stand is not getting fitted with refrigerator.,"Aug, 2023",2,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
190,"Not satisfied 😭 very small size, service not good",,"May, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
191,Back Down Side little bit Band the Angal,I'm Unhappy The delivery product,"May, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
192,Good,Product is good delivery is not .,"May, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
193,Worst experience,Cooling is not good,"May, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
194,Ok,Light not working,"May, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
195,Freezer on noise come,"Play Video
Don't buy this product.Once freezer on noise is automatically comes.","Apr, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
196,Ok ok,Not that great storage box at bottom is very delicate and do not close easily broken in a week,"Sep, 2022",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
197,Some rust in copper tube,"It's brand new but Rust in copper tube , just now switched on the fridge will check the functionality","Aug, 2023",2,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
198,Nice ☺️,Good now my products,"Mar, 2023",3,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
199,Damaged refrigerator received from back side,Damaged from back side,"Apr, 2024",1,"GL-D201ABEU, Blue Euphoria, Base stand with drawer",LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator
200,Inferior LG product,The product is of very inferior quality. There is unusual noise and in less than 7 months it has stopped making ice. The worst part. LG is not able to provide service for this since December 2023. One of the persons says that it is a refurbished product sold by the seller. What to believe and what not but there needs to be cautious about buying LG products that to from seller where from I bought.,"Apr, 2024",1,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
201,Less cooling power,Even at high speed cooling is not effective,"Dec, 2023",3,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
202,mlakalpi@gmail.com,कंपनी झूठ बोलकर स्टेनलेस स्टील का दरवाजा बताती है जबकि इसका दरवाजा स्टेनलेस स्टील का नहीं है ग्राहकों के साथ इस तरह की धोखाधड़ी कंपनी कर रही है,"Aug, 2024",2,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
203,Not so good cooling,Cooling is poor.,"Jul, 2024",2,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
204,No Warranty Support from LG,"This fridge was purchased on 11th May 2024 and stopped working on 30th May 2024. Lodged a service call with LG support on 3rd June 2024. Engineer visited on 4th June 2024 and identified the Compressor is faulty and need to be replaced. Even after more than one month there is no response from LG service centre even after regular call to support and whichever number they provide.

Seller, please take a note and assist with the repair. If not, then please arrange to either replace the product or return the same.","Jul, 2024",1,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
205,Very worst product,"One of the worst product by LG total design and R&D failure. Don't buy.
Waste of money.
I'm not going to buy any products from LG any more!..","Aug, 2024",1,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
206,Received damaged but overall good,,"Apr, 2024",2,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
207,Defaced and not working properly,"Not working properly and I want to return this product BUT RETURN FAILED BY YOUR SIDE AND BLEM TO ME
I don't give any OTP and I didn't say no to anyone
No-one come to my house","Jun, 2024",1,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
208,Not satisfied,"Received damage and compressor 2 nut bolt missing.
Sent damage product again","Jul, 2024",1,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
209,Nice,"Product is working good so far, i will update review after some time, at this time
i like it. Usefull product, at delivery time packaging was good easy delivery.","Jun, 2023",3,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
210,Worst product,It's damaged a lot of scratches are there also it's not working not cooling anything,"Jun, 2024",1,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
211,West of money. Public ko bewkoof banaya gaya hai. Ye product bana kar aur bhech kar,"Isme jagah to hai hi kuchh rakhne. Esaa lagta hai jese bachho ke chhote chhote khilone hote hai, chhoti chhoti cheeze rakhne ki jagah . Public ko bewkoof banaya gaya hai. Ye review mene diya hai 3-4 mahine baad.","Sep, 2023",2,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
212,Too much heating outside body,"Within 7 days of purchase heating problem arrised and ice not make firstly .Now after two months condition we face same problem, we dont touch outside body due to heating.","Aug, 2023",2,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
213,Small in size,Play Video,"Apr, 2023",3,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
214,Don’t Purchase,This machine is heating too much and also not cooling. Service is also worst.,"May, 2024",1,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
215,Very poor product,"Waste of money
Not starting at initial stage","May, 2024",1,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
216,Don’t Purchase,"Worst quality, Body Heating Heavy in AC Room","Apr, 2024",1,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
217,Faulty refrigerator,Never ever buy from amazon. Stopped working within 1 week,"Mar, 2024",1,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
218,"Water leakage inside, useless for the price","Water gets leaked from defreezer continuously and service team visits and tells that is the design of the fridge.
They even tell me they this fridge is not meant for daily usage and I should only use it for water bottles .
I do not recommend this product .","Oct, 2023",1,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
219,Too small in size,Built quality is good but size is too small to place even two patila (tea/ coffee utensils).,"Jun, 2023",2,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
220,Broken...,"Worst product so far.
The door had a dent and keep on falling when opened","Feb, 2024",1,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
221,Bad,Don't buy. No return,"Apr, 2024",1,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
222,Ok,To much of red ants inside,"May, 2023",2,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
223,Defective item,"Unfortunately, i did not get to check the item within the first two week (return time period) as i was travelling. There is an opening in the concealment around the door (as shown in the attached picture) , preventing to hold the cold temperature. Disappointed. Delivered on 15/06/2023.","Jun, 2023",1,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
224,why not to buy it,"don't buy it, can't be returned once u buy it. water just drains inside it. so, most of the things gets water in them. not enough space to keep anything. can't even keep a jug in it. not a dozen of bananas.","Jul, 2023",1,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
225,Return,"Play Video
It's damaged","Jun, 2023",2,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
226,Damaged,Product is damaged at the corner . Outer packing was ok but inner support to the item was weak which causes damage to product .,"Jun, 2023",1,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
227,"Very very poor performance Amazon ,& company","Very very poor performance Amazon ,& company LG in future we will not purchase any product very very froud","Jun, 2023",1,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
228,Water Leakage,Water leaking in from freezer,"Jul, 2023",1,"2024 Model, GL-M051RSWB, Super White",LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator
229,Delivery guy asked for OTP before unpacking and also asked for tip,"There were 2 delivery guys, they asked for OTP without unpacking the fridge first for inspection as per the policy and then they asked for tip, when my wife refused he blocked the bedroom door with his body frame as if he was threatening. My wife ended up paying tip as she was alone and afraid. Extremely unprofessional delivery and could have been worse. Infact, later after when they unpacked fridge had a scratch as well as a bump, but OTP was already given. Didn’t raised exchange request afterwards once I was home because I didn’t want to go through the return process and wait another week or more.","Aug, 2024",1,"GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model",LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator
230,Refrigerator-Good But I don't recommend buying Online,"LG 272 L 3 star ref , First I couldn't take clear photo of the scratches because the material is transparent .....LG 272 is good , delivery was good , they told me to check for any damages and didn't ask for OTP until I am fully satisfied which was great right ?.. but seeing few scratches here and there , I thought it would go after cleaning and I didn't want to be rude and return the product for few scratches , which I thought I would do , before their arrival , but at that point , I just said ""its ok"" and gave them the OTP .The scratches didn't go after cleaning and I can feel mild dent when I touch but since it is in the door I don't mind for now but need to check with LG team tomorrow (lol and cry)... They informed me lg installation team will come to home , and yes they called me , they will come tomorrow . I will give 4 STAR for the fridge , I started using it had a talk to the lg team when they called , before turning ON , It cools slowly at start after 3 hours its fine , freezer cools quickly though and really less noise compared to my old refrigerator's I used , so that's really good ... but will definitely not recommend buying online , just go to a shop or if you can just return it do it , but it will be a tough call if your too shy like me .. This was my mistake .. I will give 3 STAR for amazon because at least I had an option to return , but amazon should take little more effort because these scratches or not new , it looks very old so you would have seen it before sending it to me ...Now a days it hurt's a lot when making bad decisions or get cheated (just cry no lol), that's why writing review's.. hope it helps some one ...","Jun, 2023",3,"GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model",LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator
231,Good product but accessories missing,"Packaging was ok , but did not receive egg tray and user manual as mentioned in the product, felt cheated.
Otherwise refrigerator is working fine.","Jun, 2024",3,"GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model",LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator
232,LG Electrician not come for installation process,"Refrigerator is good but service from LG engineers is worst. After calling multiple times still not received any single reply from them.

Atlast we only unbox the refrigerator.
Service is very very bad","May, 2024",3,"GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model",LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator
233,Fridge,Does not have a magnetic door and needs to be closed manually every time. Difficult when you have something in your hands.,"May, 2024",3,"GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model",LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator
234,Egg basket missing in refrigerator,Egg basket is missing from refrigerator. Please send it to the address.,"Aug, 2024",2,"GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model",LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator
235,Does not match the product image,Product image shows brushed aluminum finish for the the thermostat panel. I received plain white panel.,"Aug, 2024",2,"GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model",LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator
236,Product quality and storage very short and very poor,I am not purchase this year I am purchase a friend love later 322 l but seller give me 272 l i wrong product deliver me now ask me return note possible,"Jul, 2024",1,"GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model",LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator
237,Damaged product received,"As per attached photographs damaged product has been received. It’s not fair after spending 30,000","Jun, 2024",2,"GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model",LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator
238,Scars,There is a scars in the door,"Jan, 2024",3,"GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model",LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator
239,Egg tray missing,Egg tray missing inside the fridge,"Aug, 2024",1,"GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model",LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator
240,Better be safe then sorry,When we got the product it was having issues with the door. When we asked the technician they came after the return period because of which we are stuck in between the replacement and repair.,"Jul, 2024",1,"GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model",LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator
