text,star
There is a scars in the door,3
Egg tray missing inside the fridge,1
When we got the product it was having issues with the door. When we asked the technician they came after the return period because of which we are stuck in between the replacement and repair.,1
3rd class service,1
Damage product received,1
"The cooling system of the fridge has a manufacturing defect, which the service guys (nearly 6 people have come so far) from LG have not been able to identify even after looking into the fridge 8 times over the past three years. Also the rubber tubing is so poor in quality that it has developed holes leading to fungus formation over it during rains despite regular cleaning of fridge.
They know only one way to repair the fridge which is to fill the coolant gas and have charged 3000 rs till now just to fill and refill the gas over a two year period.
5 months since the purchase of the fridge frost formation was seen in the freezer (this fridge is supposedly frost free). The repair guy says no issue with the fridge as the fridge continues to work WTH.
6 months later the fridge stopped working and they filled the coolant gas. The fridge started making noise 5 mins once and frost formation was found near compressor tube. The service guy did gas refills 4 times, frosting stopped but noise did not. He suggested a change of compressor and the compressor was changed. Yet the noise never stopped and the complaint was closed
After a year and half from the change of compressor the fridge stopped working completely. It took us 10 calls to the customer service and an escalation mail to get the service guy to declare that he would have to take the fridge to workshop to do an autopsy of that dead crap and identify where the fault lies. We waited for 10 days for the senior engineer (the only guy who knows atleast something about the fridge) to look into it and we have been asked to wait for 4 days just for the pick up of the fridge.
If this is not HARASSMENT THEN what Is? NO MORE LG.
BEWARE BUYERS.
Wtr to the rubber tube the service guy told us lies that he had ordered a new tube, without placing any such order and charged us money in advance, closed the complaint and repeated the lie when asked after a month. Look at the audacity.
also we had to throw a washing machine from LG within 5 years of its purchase.
If this is the kind of service provided in a metro like Chennai. Just imagine how these guys will cater to other remote locations.",1
"Amazon should first verify the product before delivery, I received damaged product. Please think twice before ordering online via amazon.",1
Having trouble as its releasing smoke and smoke speading or freezing all over the inner part of refridgerator.its only 12 days pf purchase.,1
,1
The product was damaged.....when the parcel was open......I was really disappointed.....I have never expected it.....😏 Like dis......it's really a bad experience for me....,1
"After one month fridge stopped cooling ... Service also waste
After 15 days got repaired
Don't buy lg products",1
"Defect product has been delivered, big scratch found on Right hand side",1
"Damaged product and not replaced after purchasing

Plz dont buy",1
I want to return reschedule,1
"Right from installation date 18.03.2024, no cooling. Installation person asked to wait for 4 hrs. Even after that not working. Trying for options for replacement. No option available as it need technician check up.",1
"Ordered the refrigerator on 19th October. Refrigerator was delivered on 27th October. As per Amazon, request for installation will be raised with in 24 hours from delivery. As on 30th October, the refrigerator has not been installed. Made multiple calls to LG but response from LG is not satisfactory. LG is claiming that they are escalating internally but no call from LG installation technician. Have called Amazon but Amazon support gave few numbers to reach out to LG but the response from LG is same. This is my first unsatisfactory experience purchasing something from Amazon, hope Amazon takes a note of this.",3
"Delivery of the machine was perfect but installation was very careless. The installation mechanic (named Sridhar) was not paying attention to his job as he was always busy on mobile. He did not give the installation report nor the key to the fridge. He left a lots of plastic, paper and thermocol pieces littered all over the house and just walked away without a word. He did not even handover the stamped warranty card. I have never seen such a callous workman employed by an MNC. He should be summarily dismissed from the services.
Prabhakar Naidu",3
"Products demage, l want replace",1
They are not returning my product they are pathetic given me defective product it's so costly now they are not arranging return,1
The delivered product has dent on the front door.,1
"Beaware some model do not have door cooling technology this technology helps to cool the bottle faster. The cooling is very slow, even in the freezer section, Rest the freeze delivery and installation was good.",2
"This fridge is NOT CONVERTIBLE
I wanted a fridge with convertible freezer (LG GL-T292RASN, Amber Steel).
This product (GL-I292RPZL, Shiny Steel) is wrongly placed along with the convertible fridge at the same webpage of Amazon MISLEADING ME INTO BUYING THIS believing that both have the same technical specifications.
The discrepancy was identified only when engineer came to install it and he told that this fridge is not convertible.
When I called Amazon to report about it. Initially their representative insisted that both the models had same technical specifications. That is, it took me time to make him understand that both the products were different in technical specifications, and one model was CONVERTIBLE, while the other one was NOT CONVERTIBLE.
After keeping me on hold for a few minutes, he started blaming me instead that I should have verified the technical details myself before placing order.
And that now they would not entertain my request to return / replace my request to rectify the discrepancy . I have tried to click return on the product under my orders, but nothing seems to be happening.
I don't know what to do now in order to get the right product that I need (LG GL-T292RASN, Amber Steel) instead of (GL-I292RPZL, Shiny Steel) which I was mislead into ordering believing that it was of the same technical specs as the former, as both are on the same webpage of amazon.",1
"Got it in a lightning deal at a very good price. Delivery was within 48 hours. Great fridge with all that you desire - inverter, glass shelves, door open warning, 4 star (193 units/year), rubber that can be cleaned, great look and colour.

But... I got a damaged piece (see pictures). Luckily I saw it, else would have passed off.

I have bought everything from Whey protein to Televisions from Cloudtail. Never had this experience. They promptly took it back but no replacement - only refund.

Giving 3 stars because the product by itself was good and because Amazon made the refund super smooth",3
"Product is great but delivery guys brought fridge in a open omni van in a lying down position instead of standing up.
Compressor is filled with oil which is critical to its operation. In the normal upright position gravity keeps the oil in the compressor. When we lay the refrigerator flat, some of the oil can leave the compressor and go into the cooling lines. The oil is a thick viscous fluid and can clog the cooling lines thus hampering the refrigerator's ability to cool. Lack of oil in the compressor can also damage the compressor.

A fridge should not place like a coffin box, causes blockage in compressor. Its a very bad experience and never seen in my lifetime like that. 3 days after lg people came for demo, they did a good job.",2
"Highly disappointed. This was my first experience in purchasing a refrigerator on Amazon. I purchased a LG 260 4Star refrigerator. The product is defective and there is absolutely no cooling. The LG technician did a horrible job on installation as well. I want to return the product and tried to reach out to Amazon. Amazon sent their technician and these Amazon technicians who are not at all trained for the job have provided evaluation that the issue is resolved. This technician who visited didn’t knw where the temperature control knob is placed inside the refrigerator. He also didn’t know the difference between dual converter fridge and a compressor inveter fridge. However the issue is not yet resolved. Such a waste of money buying electronic item on Amazon. It’s much better to visit a store, touch and feel a product before purchasing.",1
"Product is good ..
there is a small dent on the refrigerator door .. so wondering how can a brand new fridge which is a boxed piece can have a dent on the door .. something Fishy !
Other wise the product is good ..
so because of the above issue regarding quality control and checks not up to the mark Hope LG and cloudtail the seller improves and don't sell products with minor defects on lightning deals and discounts .. I give it a 3 star for the above issue ..",3
"The product is not functioning properly, it's stopped cooling with in 10 days of purchase.
I fully disappointed.

Expected lot from LG, because I m using TV and washing machine from LG only, but this product completely disappointed me.

Amazon delivery and support is good.
Thanks Amazon.

But please beware of this kind of products before selling to customers.

We believe in brand.",3
"Refrigerator is working good as expected, delivered on time too. Installation services are very poor. No one contacted till 72 hrs of delivery whereas commitment of installation was withing 24 hrs. after 3 days one person contacted who knows only telugu but dont know hindi or english so no communication. finally after waiting 4 long days (One can understand how difficult is living without refrigerator for 4-5 days), i installed it by myself.",3
"Writing this review after using one month.
Delivery was OK. Found little scratch by side but could not return as I bought for exchange.
1/3 portion is reserved for freezer hence space for fridge is reduced. In side egg tray is for 6 eggs and you can not keep more than 6 eggs due to rack partition. In my earlier fridge there was no partition hence there was more space. Performance is ok so far.",3
Not working properly.,1
All the things is good but we didn't received egg tray with the freege. We have already told to the installation guy about that. But they told tray is not available with this model.,2
"Don't buy. Just after one year, it stopped working.
And the technician said there is gas choke. And it costs Rs.2200. After calling to customer care they said it is 1593. And most important thing is after repair, if there is any problem occurs, they do free service up to 90 days only. After 90 days, if the problem occurs again, I may need to pay another 1593. For how long like this? This is the worst policy on the part of LG.
Go for other brand which gives at least 3 year general warranty.
After 90 days (on7.5.2022), it got one more repair and I paid Rs1903.
.............
One more update on 12.12.2022
This fridge is giving electric shocks. At any cost don't buy it.",1
It's good but door opening has no support due to which when we left it's door it's go to far behind and feels it will damage.,3
"I ordered this product through Amazon and the product was delivered promptly.

Then started the issues. Within 10 days the cooling of the refrigerator stopped. A service engineer visited and concluded that there is a Gas Leakage !!!

Such a potentially dangerous fault in one of the best selling product ??? That too in just 10 - 15 days ??

I asked for the replacement from LG and LG directed me to talk with their Authorised Service Center. Their replies where beyond pathetic.

Mr. Sandeep from Gurgaon service told that their might have been some fault with LG Transportation. When pushed for a replacement he plainly suggested there could be a problem with new one too and what will I do then ?

Such brilliant people make up the service and sale of LG. Please be mindful while making this purchase. Atleast in my case my wife suggested this product so I blamed her, you might not be as lucky ☹️",1
"Product was delivered and installed quickly... Within 4 months of usage Refrigerator stopped working in March 2021. Logged a complained with LG, engineer fixed the problem informing gas leakage problem. My fridge again stopped working in April 2021. This time engineer said last engineer did not do the work properly and need to change some parts.. he never showed up again.. after multiple calls to call center I am reciving only assurance of service within 24 hrs without any actual resolution.. I am with no refridgerator for almost a month in midst of summer... Fail to understand how can a refridgerator stops working within 4 month... I want Amazon to take this product back and provide me money back. This product deserves no stars...",1
"Water gets stored at the bottom of freeze .many complaints raised , mechanic saw and said it was due to moisture in temperature. Cant do anything. Company is not listening.",3
"This is arguably one of the worst products I've ever bought from Amazon. In little over the time limit of warranty, the damn thing broke down while I wasn't in town. When I got back, I found out that all my dry fruits and saffron had been destroyed. The repairs have cost me more than the fridge is worth, and LG service center will treat you like you're their stepchild. It also has given me food issues because that's what rotting food does to your stomach. So, if you want to buy a product that gives you food poisoning, ruins your frozen food, and burns a lovely hole in your pocket, please buy this product.",1
"Got damaged product two times, rejected product first time, second time it is dent so I accepted because I don't have other option I needed refrigerator immediately. If we are paying 27k we should expect branded new one without dents, seller should take responsibility and transport it carefully. I am very dissatisfied with the transportation.

Product wise it's working good, but felt less space although it's 272L",3
It's good refrigerator but see that colour is matched to your home or office it's somewhat heating on sides..but inverter technology is good for you..,3
,1
Damagged product delivered... Very bad,1
Facing issues with mother board twice in a year even after changing it. Pathetic service and useless product from LG. Don’t buy it,1
Ordered this refrigerator but it has dent in side. Need to think twice while ordering such kind of product.,1
only the problem is.. the company service is bit slow... need to contact many times.. but overal service is very good and refrigerator is superb... no problem with d product,3
Door rubber is start removing within 2month.and door is not completely closed properly,3
We need dual mode i.e converter instead of frost free kindly reply whether it is possible or not to exchange the above refrigirator with duel mode (to convert the deep fridge into ordinary fridge when we need),3
"Very appalling experience ! We have received a damaged door for the fridge. We have even brought it to the notice of the LG associate who had come to give us demo about the product. He had opened the sealed box and also took the pictures of the damaged part. However, we haven't heard back from them.

We are not happy with the service provided. It isn't worth the money. Can't trust products in Amazon ! Disgusting experience.",2
Just good not so much but good,3
"If there was an option to give zero star, i would have done that. Brought this refrigerator on July 2 2019. Till 9th October 2019 (barely 4 months within the purchase) it has stopped functioning 4 times. Every time I've raised a complaint with the LG service centre, they just refill the gas and return the piece saying that it works now even after us raising suspicion that the product is defective. After one month it'll stop working again.
We're really unhappy with the product received. Being regular customers of LG and Amazon this is really disheartening. This whole incident is really questioning our brand loyalty. Hope future buyers do not face such an issue.",1
Product is good but delivery is not good. Delhivery courier is not suitable for this product delivery.,3
Delivery was on time but no installation. And amazon s not helping getting it installed.,3
Full damage product i recieved i retun it but 2 week gone no one come to pick up,1
LG cusomer care is wrost.the installation team is not supportive,3
Good product but handling and transportation is an issue I check review before purchasing got dent during transportation but I wish it could not happen to me . Amazon pl do something for it transportation unit.During installation found dent on right side.,3
All good except that it's small for a family of 4 or 5 people.. ought ut because of space constraints,3
I bought this fridge keeping in mind that this will solve my issues..rather this has increased my issues.bought it at 20k and was thinking to relax for some years.today is 18 months completed and cooling problem started and it costed me 3k more to resolve this.Technicians even don't know about the parts.They will charge 500 for a visit and just clean the parts.when I went to give my fridge to the service center..there were 3 fridge already for servicing for the same model .either this model has some defects or LG is now no more reliable.Please always buy from near by shops so that u can check all the things and with a extended warranty.,1
Service engineer yet to come till 01/11,3
Product was useless I suffered a lot it was not having cooling effect after 4 hrs run . I think there was serious problem in compressor.LG technician was not able to find out problem during installation and service of LG is also worst.After giving second complaint then they call.Suggest LG products are not reliable.,2
Installation and demo was worst from lg. There was some noise coming from freezer.,3
It is very narrow it looks big but it is not not very happy have very cheap plastic shelf’s 👎,3
"2 stars simply because of the LG customer service. Just appalling to say the least.

The seller Cloudtail is fantastic and the product was delivered from Amazon very quickly.

I contacted LG few times regarding the missing rear panel (see attached image) and I still haven't had a response.
I have heard that the missing real panel is in fact the way it is designed. Having said that, I'd still expect a response from LG. It is worrying to think how LG will respond to a more serious problem at some point in the future.

The product itself is energy efficient and I am happy with that.",2
I m using it since last 4-5 months it is good but inner shelf on which we keep things are not good or strong enough I don't know why quality issue I m facing as it is a new product.,3
"As per the info given by Amazon, the demo cum installation visit should have been arranged by Amazon, and I was supposed to get a call from LG. This didn't happen and the Nos given by Amazon were not responding thus making me to register a separate call with LG on chargeable basis. (PAID SEPARATELY FOR DEMO cum Installtion)",3
"This product's compressor has broken down in less than 4 years even though they have warranty for the compressor for 10 years. Service is poor and very much delayed, no signs of changing the compressor as of now.",1
Ordered 3 times ...received all 3 defect pieces from same vendor.....Don't p.u.r.c.h.a.s.e.,1
"Product quality just average. Lot of questions unanswered about the warranty, installation. You need hard copy of the bill for the warranty. Product also just satisfactory. I would strongly suggest to go for another brand or design. Do not go for the price of the product.",3
"Within a week refrigerator got spoiled
No proper cooling
Compresor gas got leaked out",3
"Main concern is Based on item weight , send persons to lift the weight and to delivered place.",3
The freezer section is full of ice. Bottom fridge portion is not cooling. It is not a frost free fridge it looks like,2
Nice product,3
Everything is good but surface is not even I don't know y it came like that..I think it is Amazon fault .if I booked in flipkart it won't come like this,3
"Worst product from LG never buy, worst customer service particularly in Gurgaon the worst team they have from technicians to Manager, they don’t know how to talk to customers. Worst experience",1
According to 2 door refrigerator space itni zyada nahi hai cooling is very good Amazon delivery is also good.265 litre ke refrigerator ke hisab se utni jagah nahi hai.,3
"Storage is limited, internal rack height is not adjustable, no egg rack at door. I am sorry to say that LG product design is bad and I need full refund of money and shpuld go for Whilpool or Godrej.",2
Good,3
"Dent on left side, very disappointed",3
Compressor was found different from the Company Provided.,1
"The product got damaged at edges which is not expected. The damage at edges shown in the pictures.
Else as I know about the product, the features are excellent. But only disappointed with damages occured",3
All damage and scratches happened the door may by they send second handle one,1
Storage capacity not sufficient this free not in dual mode,3
Got the product with two dents,3
Delivery was on time as usual not based on multiple follow ups got LG installation guy home but looks like the item is not working. Installation guy followed up with the LG technician to resolve the problem. It’s been 4 days from the day of delivery and we are not able to use the fridge.,2
Good one working with silent and no heating issues.. excellent quality...but i am very disappointed because of its storage capacity.. looking very small comparing with samsung ..and lg needs to look with the features also.. samsung doing terrific job with the same price...,2
I'm not getting the warranty card for this product,3
No smart diagnose feature.. In one of the image i found its written that the product having smart diagnose.. But its fake information... After a year usage compressor noise increased alot....,2
"There is a little damaged on the product. otherwise, everything is good. However, I have made the decision to return it.Hope I get a good product this time.",3
"Product is ok, scratch marks on door at the time of delivery",3
Not very as expected,3
"Product is good, but it is available for 23500 in local showrooms with free installation, but in amazon product price also high 24300 and installation was charged 450rs extra. It's too bad",3
"LG 260 L 4 Star Frost Free Double Door Refrigerator(GL-I292RPZL.APZZEBN, Shiny Steel, Inverter Compressor)
Delivered on Friday , 3rd May 2019
Product no working – NO cooling at ALL / Pathetic
In case ignored trust me will go live on social media to ensure every single customer prospect of Amazon and LG are safe and they DON'T Buy your product ever .",1
"Amazon sells defective products. Freezer section of the refrigerator has percolated water drops. It humudifies and then it seems as if it has defrosted..

Rest of the refrigerator is good enough. They could have made the compartments with more options. 190ltrs Refrigerator packs in more features than this.",1
"Latest Review after 7 day: It automatically stop working
lots of complain and finally engg visit today lets see what they say.
If this kind of brand is providing service like this then where we will go.
Sad truth but this brands playing games in India other country they build good product for India they have very poor standard.",1
Not feeling excellent is ok performance,3
"Play Video
As per product warranty not setisfy",2
Body damage,3
"Useless services from amazon and useless product, investigation report filed but no investigation done , daily request raised for pickup still its consumers fault. Damaged product. Wasted all money . Thanks to amazon india",1
Cooling not up to the mark very less cooling on freezer,1
Cooling bilkul bi nhi ho rahi hai bhot barak product hai,1
Don't buy a LG products,1
,1
No cooling,1
Within 10 days compressor failure....,1
"Had to return the refrigerator as it was not getting cooled since the demo/installation by LG itself. Had to go a lots of hardships with LG Care to get the report that this is not working. Also, there is no door cooling as shown in picture.
Amazon support for return was amazingly smooth and very helpful.",1
Bad product,1
Refrigerator is not cooling . Installation people were not able to sort out the issue as the Fans are not working. Replace option isn't readily available and waiting for Amazon trouble shoot team to sort out the issue.,1
"Product description in website shows door cooling which is not in actual product.
This is misleading the customer",1
Do not buy . Waste of money. LG making fool of customers . Will move to consumer court.,1
Very disappointed with the product. Within one month the fridge is malfunctioning. Foods are getting perished due to lack of cooling capacity... We can see frost getting accommodated in the freezer section. Company is denying to replace . Please don't buy this model.,1
"Fridge quality is bad, within 2 years of purchase compressor has gone bad. Though model says it has smart inverter, it's not really smart enough. I have lodged a complaint with LG customer service,. Had to call them for 2 days to get site engineer to visit. Site repair engineer has told it would take a 3 days to a week for part to be procured. Not sure how many more followups I have todo to get it replaced. I did not expect compressor to go bad within 2 years...",1
Bought this refrigerator in 2019. Compressor stopped working after 2 years. Never buy this nonsense refrigerator. You can check several lawsuits against LG compressor failures in foreign countries.,1
"They are cheating people giving defective products. LG service is pathetic.

They don't value customer satisfaction.

I am facing problem in my product since starting.... It's just few month old.

Real mistake that I choose LG.

Don't ever purchase LG.... Don't ever refer LG products.....",1
"इस LG फ्रिज के अंदर हर मौसम भरी मात्रा मे फ्रीजर से पानी टपकता रहता है
कंप्लेंट कर ने पर कंपनी बाले कोई समाधान नहीं करते है
बोलते यह कोई खराबी नहीं है
जबकि हमारा फ्रिज रखा सभी समान खराब हो जाता है
कंप्लेंट करने पर उनका इंजिनियर आया था उनो ने फ्रीजर और फ्रेस ट्रे की खराबी लेकिन कंपनी बाले मानने को तैयार नहीं है",1
The fridge is nice but I got a damage fridge The Gas cut is not good and door is not closing when it is pressed there is a gap and door also scratches,3
I am not satisfied with color.,3
"I paid 400 for the installation service, no one came for installation. When asked on customer care, Amazon told that this is simply plug and play, which is not the point. A customer needs techincal guidance for the product. Worst experience.",1
I received fridge with lot of dents on top and door and left side .. box also damaged... And delivery agent collect money for delivery,1
Ok,3
"It's not sense long time open the door not indicate,and led light is yellow not white",3
Frige door open time not stiff..coming loosely,3
Over frozen problem,1
Good product,3
"Around 10 days after installing, i found water draining from refrigerator, after inspection i found the ice melt water storage which is behind is overflowing. To drain it, i have to dismantle the unit from refrigerator, and during the process water spill all over the place.",3
"I am writing this review after using it 3 months. Cooling is very good, less electricity consumption. But one problem I see that is deforst issue, lot of ice will be there in deep fridge and you have to deforst it in some interval which is bit annoying. Otherwise it gives good service.",3
bla bla,3
Like,3
"Play Video
Damage",1
"I'm writing this review after 3 months of use.
1. The cooling of the refrigerator is not as per the expectations. If you increase the number of the temperature controller, a hell lot of ice will be formed but the cooling of the fridge compartment will be increased very slightly.

2. You'll have to defrost the refrigerator very frequently.

3. The water that's released after defrosting is getting accumulated in fridge only.",2
यह प्रोडक्ट हमें महंगा मिला,2
Only difficulty is water cleaning..got too much ice and need weekly defrost,3
Some times we are getting noice while opening fridge,3
Don't buy this product.waste of money this item diffect before 20days back from buy date.PCB(main mother board).main parts demage.,1
My new ref as rusted but Amazon service in not replace the product and service center also not working because I'm purchase online,1
"We dislike this item as it’s continuously wetting, which will be continued as it’s single door. Not happy with our purchase",3
Good,3
"Worst product not working from day one no cooling effect bad odour water not draining perishable goods damaged in one day replacement not accepted adamant technicians customers pl never purchases LG refrigerator
Rs19590/-wasted request LG management to pl take note of this and request to take necessary action immediately Very sorry for bad remarks on LG product",1
"First mistake,Delivery Agent, He denoy to demonstrate the Refrigerator bcz I was not aware for open box verification as this is second mistake by Amazon they did not inform this kind of service.
When I unboxed, I disappointed the tray has broken, while standing it's unbalanced and freezer when I was doing high temperature so it's working as expected but while low temperature it was not working. This kind of issue I faced so I'm returning this product.",1
"Ice formation after 1 week of usage. Amazon and LG denied product support. Amazon informed to connect with LG support team, when I connect with LG team they informed to connect with Amazon. Poor customer service from both the end",1
"The light in the refrigerator is very dim and useless, I have never seen such a poor light.",1
Return policy is very bad and the product base stand was miss match,1
"I didn't like it because, always the ice forms in deefridge,and light in the fridge also very dim,it's not good for me I am not satisfied about the product.",1
Product is not good. Every week freezing more ice inside the deep freezer and it's not work properly. If you push the deep freezer button Ice melt and water spraid on floor every where. I can not recommend to anyone purchase it.,1
Bad transport service & also very poor products .Naya hai India.,1
Product damaged no replace weast of time,1
wosre product.......do not buy,1
"At INR 25,800/- it's not even frost free. Way too pricier considering other features.",1
Not womrking properly very disappointed never expect this from LG,1
Good products LG Amazon,1
... i am looking for a refrigerator it is good for 5 person family members? please reply me with genuine buyer,1
while defrosting water collects in a tray below freezer and making that space not useable due to manual defrost process,3
,1
"Any part of this fridge is not available, if any part gets damaged, then that part is not available with them, so please request all of you, if anyone wants to purchase this fridge, then do not buy it.

या फ्रीजचा कोणताही भाग उपलब्ध नाही, जर काही भाग खराब झाला तर तो भाग त्यांच्याकडे उपलब्ध नाही, म्हणून कृपया आपणा सर्वांना विनंती आहे, जर कोणाला हा फ्रीज घ्यायचा असेल तर तो विकत घेऊ नका.

इस फ्रिज का कोई भी पुर्जा उपलब्ध नहीं है, अगर कोई पुर्जा खराब हो जाता है, तो वह भाग उनके पास उपलब्ध नहीं है, इसलिए आप सभी से अनुरोध है कि अगर कोई इस फ्रिज को खरीदना चाहता है, तो इसे न खरीदें।",1
"We have bought this product in August 2021.
From the start, there was a water leakage. After confirming, that its a persistent leakage, we registered a complaint in just one month, September 2021. The Engineer visited, diagnosed the problem to faulty condenser. There was a followup visit where he tried to replace the original condenser with another design meant for another model. He couldn't explain why the condenser of different design with poor fitment is replaced in place of same model. However, he acknowledged that the product design seems faulty.
There were several visits by service engineers after that, where once there was cooling issue where gas was refilled then another time the fridge body was getting overheated, so again several pipes were cut and issue was resolved. The product kept troubling us and then in May 2022, it entirely stopped cooling. The complaint was raised and this time the fault was with compressor, which was replaced. Again several pipes were cut.
Now we have a one year old fridge which has been repaired several times with several pipe cuts by service engineers, both the primary parts(compressor and condensor) replaced. Additionally the condenser belongs to another model and can't even fit properly in this model.
This clearly shows a faulty product delivered to us.
The fridge is troubling us again for past one month.
I am not able to understand, who is at fault?
Is it the LG design team, which produced an incompatible product so condenser replacement with a different model was needed. Or is it the quality team that let an inferior product pass through which needed multiple repairs and replacements in the first year itself. Or is it the service team, who visited us many many times, leaving a fridge with several pipe joints and both main parts replaced.

I have again raised this request for LG's attention.
Will update the review, if there is any change.",1
,3
"I have been using this fridge for about a month and I am not happy with it.

Pros: Reasonably spacious, decent space organization, got it at a big discount

Cons:

1) The build quality is very poor - the plastics, the body - all are very flimsy and low quality. There is no weight to the door and additionally just before being fully shut, there is a weird resistance which causes the door to remain unclosed often, if not carefully fully closed by pushing the door fully shut. No refrigerator that I have had till now had this problem. The plastic used in the trays and compartments is very flimsy. There is no sturdiness to them and they feel cheap.

2) There is a problem of excessive moisture being developed in the fridge even after making sure no vent is being blocked by items inside, having adequate space between the fridge and the wall on all its sides, and setting the temperature of the two sections (the main compartment and the freezer) as instructed. This is causing food items to have a foul smell of the fridge (damp and unpleasant smell) - which is totally unacceptable and highly disappointing from a brand-new fridge from such a reputed brand. Even after being disappointed by the bad build quality, I was hoping that at least the electronic part of the fridge would be good because that is the most important part but unfortunately even that has this problem.

I always use LG products and my experience so far before this fridge was spotless and excellent. All their products that I have used over the years were wonderful. This refrigerator is a big exception and a disappointment. I regret buying an LG fridge and wish that I would have bought a Samsung. My 9 year old Samsung fridge is still working much better. However, I understand that it was a matter of luck that I bought this particularly bad model. I am sure that LG - being the fantastic company that it is - makes good refrigerators and this is just an exception and a bad model. I would not recommend this model at all.",2
"Freezer doesn't freeze ice even if whole night freeze is on.
Only soft ice will make in this not like full hard.",3
Got delivery today and egg tray is missing,3
2 year 2 time compressor damaged not buy any person quality not good working charges and making time very very more not purchased,2
Body paint.,3
"LG fridge - freezer stopped Woking with in 25 days of purchase. LG service engineer checked the Fridge and there is some major repair. And following up with service team for past 3 days for resolution and so far no solution in place as of today.

My feedback is this is very unreliable product from LG. Even if we accept there can be some manufacturing defects, LG service is extremely poor.

I would say better avoid. As long as the product works you will be fine. If there are any problems you be at the mercy of the LG service team.",1
Product is good but front door give damaged at two places,2
Worst services by LG . Don't buy any thing in Amazon,1
Good,3
I have purchased the fridge 3.5 years ago. But the compressor suddenly stopped working. I have raised complaint to the LG customer care and technician said compressor will be replaced. But it's one week past still there is no response from LG regarding this. It is not expected from a brand like LG.,1
"I got cheated with damaged Product and lost my working item in exchange. When the agent came to pick it up he asked for 700 more. And because of damage in LG product, it was not replaced rather return happened. Eventually I had to give up my working refrigerator at 400rs. Pathetic experience!! Never buy again!!!",1
Good performance,3
,3
"In two years, it needed to serviced two times. Pathetic service from LG. They forward call to local agencies which take their own time. In my case they came for repair after 12 days.
The call center guys are great. They probably will blame you.",1
"No cooling in fridge and refrigerator
Automatically changing the cooling points
We have raised a complaint last month still they haven’t solved it",1
"I purchased in October 2023, Observed More noise issue with refrigerator. Then we raised Request for service, the Technician told it was normal sound. Recently we raised service request again. The service person observed keenly and tested..Over heating and more noise is observed..So finally Compressor gone...still waiting for new Compressor.... Don't buy LG products. Same issue with Washing machine too..I purchased as LG is is the brand..but waste of Money....Worst service.",1
Casket and body are a bit tampered.... delivery partner saidInstallation guy will fix it or replace it,3
Bahut ghatiya quality ki fridge hai 6 mahine me hi compressor kharab ho gyaa or Lg wale abhi support nhi krte hai or nahi phone uthate ..... Please Lg ki fridge mt lena bhai log,1
"La st month i purchased this fridge. There is only one major issue is that freezer is taking 2 days to make ice.I have complained still issue is not solved.
My request to people who is buying. After installation person will ask for OTP. Please do not share that until you are not statisfied with the function because you have 10 days replacement option..",3
"Play Video
The product has dent but as due to i am working women, i took a day off to receive the delivery and this what i received. But as i font have time to keep order",1
"We were satisfied with the product till a few days ago. One year of warranty has expired a couple of months back. The temperature control has stopped working. Called service personnel, have to shell out a few thousand rupees for the repairs.",3
"Play Video
This fridge was bought in May 2021. Within a year a little ice started forming in the freezer section. But that gradually increased. To my misfortune when I finally called the LG customer care it was just over a year. I was told that the warranty was for only a year on the fridge and 10 years on the compressor. After registering a complaint I had to follow up with the mechanics for 2 weeks before someone turned up. I was charged Rs 750, for the mechanic to tell me that the rubber lining could be faulty. He turned it around and left. The problem still continues and no one has yet come to attend to the fridge. It's frustrating to know after shelling out Rs 35k you are still stuck with a faulty piece.",1
I bought this fridge 18 months ago. One week ago I found freezer and fridge are not cooling and we called service centre who sent an Engineer. His diagnosis was that certain grill was not working and needs procurement from Bangalore or Noida. We kept waiting for five days but he did not communicate. On calling centre I was assured assisstance and then he phoned that part had not arrived. Storage capacity and ice making function is unsatisfactorily slow,2
"We brought freeze about 12 days and observed that Not cooling at high level also . Items in freezee are spoiling. Do not purchase in online.

Customer support is also poor. Call is not going Customer support numbers which is given at Amazon site.",1
"Within 6 month Upper Body transforms the color itself very disappointed, its look like some one spitting on fridge.",1
"Received the product few days ago and the company person came today for installation and demo, while demo we find that utility drawer was broken, after talking to LG Customer Care regarding this, their answer was ""they can't do anything as it has been ordered online, replacement is not possible and we will have to buy the drawer again, they have talked very rudely and unprofessionally. They have also told to contact Amazon customer care as LG does not levy any responsibility of the product"" the demo person also was a witness of the broken drawer.
Very highly disappointed by the response from the LG customer care and after sales services. Will never buy anything of this company again and specially online.",1
Refrigerator has scarches on front door almost looks like used product.,2
"Pro-
- Fast cooling
-Door cooling is good feature.
-Large space inside.
Cons-(at this price range)
-No light in freezer area.
-limited convertible option.(only freezer can be converted to refrigerator)
- No 5.1 convertible option.
- Very simple appearance, better eye capturing appearance refrigerator available",3
"In amazon great Indian 7 oct 2023 festival prices were same but now on 23 oct 2323 the bank discount were making difference of 3000 when using hdfc credit card
I should have not purchased the product in great Indian festival now the discount are increased
This whole system is making fool of consumer even price tracker not show correct value
But it's now available for very low price compared to great Indian festival 15 days ago
Product is good working as accepted
But a regret of making fool myself is not good",1
"So many scratches and dents on refrigerator
Defrosting is more power consumes on homeinverter",1
Defective refrigerator not pickedup and till now not refunded,1
