,Unnamed: 0,text,star,original,cluster,action_cluster
6675,6675,"['good', 'apps', 'color', 'good', 'sound', 'quality', 'good']",3,"Good Apps, Color not too good and Sound quality not too good.",3,2
6698,6698,"['tv', 'nice', 'colour', 'good', 'good', 'good']",3,This TV is very nice but colour are not very good good but good 😊,3,2
6716,6716,"['good', 'product']",3,Good product,3,1
6751,6751,"['good', 'one', 'good', 'price']",3,Good one with good price,3,3
6775,6775,"['good', 'apps', 'color', 'good', 'sound', 'quality', 'good']",3,"Good Apps, Color not too good and Sound quality not too good.",3,2
6798,6798,"['tv', 'nice', 'colour', 'good', 'good', 'good']",3,This TV is very nice but colour are not very good good but good 😊,3,2
6816,6816,"['good', 'product']",3,Good product,3,1
6851,6851,"['good', 'one', 'good', 'price']",3,Good one with good price,3,3
6893,6893,['good'],3,Good,3,2
6930,6930,['good'],3,Good,3,2
6993,6993,['good'],3,Good,3,2
7030,7030,['good'],3,Good,3,2
7093,7093,['good'],3,Good,3,2
7130,7130,['good'],3,Good,3,2
7193,7193,['good'],3,Good,3,2
7230,7230,['good'],3,Good,3,2
7293,7293,['good'],3,Good,3,2
7330,7330,['good'],3,Good,3,2
7546,7546,"['product', 'good']",3,Product is Good,3,1
7620,7620,"['lg', 'product', 'good']",3,Lg all Products All Goods,3,1
7718,7718,['good'],2,Not good,3,2
7862,7862,['good'],3,Good,3,2
7878,7878,['good'],3,Good,3,2
7904,7904,['good'],3,Good,3,2
7959,7959,"['ok', 'good']",3,Ok but not good,3,3
8052,8052,['good'],3,Good,3,2
8057,8057,"['good', 'product']",3,Good product,3,1
